name,population,country,page,latitude,longitude
MELIDU,423,KALAMAR,320,31o25’N,4o10’W
MELULIDO,1576,DODERA,366,40o50’N,0o10’W
MEMIDU,796,BASIR,315,35o40’N,6o20’W
MEMIKIVIDU,746,BASIR,316,35o25’N,5o0’W
MEMVAHN,436,OZHVINMISH,393,32o15’N,13o0’W
MENHSVAHNI,1128,MEZNAMISH,399,30o50’N,15o50’W
MENIDU,462,KALAMAR,318,35o55’N,0o5’E
MENWAHN,349,OZHVINMISH,395,31o30’N,8o0’W
MERIDO,1001,TOKIS,313,38o50’N,2o55’W
MERIDO,1587,KALAMAR,325,30o30’N,1o50’E
MERLVEN,1445,MENDARN,304,40o5’N,14o55’W
MERNVEN,1603,COSDOL,284,50o0’N,14o40’W
METHOMUNIDU,659,KALAMAR,322,32o0’N,0o15’E
METHULIDO,1304,O'PAR,344,44o5’N,1o35’W
METIDU,774,KALAMAR,321,33o5’N,1o5’W
MEZHAHNI,2869,ZAZAHNI,401,29o25’N,11o20’W
MEZMISH,1175,OZHVINMISH,402,31o15’N,8o30’W
M'FIDU,489,KALAMAR,317,36o55’N,2o55’W
MICLENON,15700,ELOS DESERT,350,35o25’N,9o30’W
MIHAHN,329,OZHVINMISH,394,32o5’N,9o20’W
MIHIDU,637,KALAMAR,317,37o0’N,2o20’W
MIMIDU,847,PEKAL,347,42o15’N,5o40’E
MIMIDU,497,KALAMAR,317,36o25’N,2o40’W
MINIDO,1305,TARISATO,325,28o35’N,2o0’E
MINMISH,754,MEZNAMISH,393,32o30’N,14o0’W
MINMISH,475,ZAZAHNI,400,31o10’N,14o20’W
MINTAHNI,821,MEZNAMISH,392,32o45’N,15o35’W
MINVAHNI,360,OZHVINMISH,402,31o15’N,8o50’W
MIR'GUKIDU,870,P'BAPAR,337,47o5’N,10o15’W
MIRHUJY,1902,THARGGY,366,41o30’N,1o35’E
MIRIMIDO,1944,TOKIS,313,38o55’N,2o40’W
MIRRA,511,THARGGY,368,38o20’N,2o30’E
MISIDO,1067,TOKIS,312,39o15’N,3o25’W
MISMISH,2308,ZAZAHNI,401,29o25’N,11o40’W
MISWAHNI,620,MEZNAMISH,399,31o0’N,15o45’W
MISWHAHN,333,OZHVINMISH,393,32o40’N,12o10’W
MITHIDU,602,KALAMAR,317,37o25’N,0o55’W
MIVUFIDU,621,KALAMAR,322,31o30’N,0o20’W
MIZNAHN,7300,OZHVINMISH,394,33o5’N,10o5’W
MIZVEN,987,ELDOR,299,40o35’N,15o30’W
M'LIDO,1818,KALAMAR,321,31o45’N,0o50’W
MOBUD,371,KALAMAR,321,31o35’N,0o30’W
MOGERIDO,612,KORAK,341,44o25’N,9o30’W
MOGERIDO,531,KORAK,342,44o10’N,8o20’W
MOGIDO,1567,O'PAR,344,44o20’N,1o45’W
MOGVEN,1513,ELDOR,293,43o45’N,18o10’W
MOHLMISH,529,OZHVINMISH,394,32o5’N,10o45’W
MOHMISH,767,ZAZAHNI,401,29o50’N,11o0’W
MOHNIS-AHNOZH,1236,ZAZAHNI,400,28o40’N,13o55’W
MOHNMISH,2119,MEZNAMISH,392,31o35’N,15o35’W
MOHOMISH,516,OZHVINMISH,395,31o30’N,7o35’W
MOHRMISH,2011,OZHVINMISH,393,33o10’N,12o25’W
MOKRAGH,472,NORGA-KRANGREL,345,41o45’N,10o30’W
MOMINAHN,621,OZHVINMISH,393,31o25’N,13o20’W
MOMOPATOG,390,TARISATO,329,28o5’N,2o15’E
MOMOSVAHNI,960,MEZNAMISH,392,32o25’N,16o0’W
MONAM-AHNOZH,88500,MEZNAMISH,392,31o50’N,15o25’W
MONIDU,829,DODERA,366,40o45’N,0o25’E
MONTREKK,345,SKARRNA,370,42o0’N,8o35’E
MORDEN,437,P'BAPAR,337,47o0’N,9o15’W
MORIDU,491,KALAMAR,325,30o25’N,2o10’E
MORNETH,2408,SKARRNA,364,43o15’N,8o15’E
MORR,541,SKARRNA,370,41o45’N,8o30’E
MOSHAHNI,706,OZHVINMISH,394,33o5’N,10o10’W
MOSIDU,826,TOKIS,348,41o10’N,2o15’E
MOTAMIDU,758,KALAMAR,313,37o35’N,2o45’W
MOTDEN,450,ELDOR,294,45o10’N,15o10’W
MOTHISEFIDO,1913,KALAMAR,325,30o45’N,1o0’E
MOTIDO,1114,PEKAL,347,40o35’N,5o20’E
MOWHAHNI,2501,OZHVINMISH,402,30o45’N,7o40’W
MOWIDU,792,KALAMAR,318,36o50’N,0o20’W
MOYN,677,THARGGY,368,37o35’N,2o45’E
MOZEATUO,545,COUNAI HEIGHTS,375,37o0’N,5o5’E
MOZHAHNI,619,AHZNOMAHN,403,28o55’N,6o5’W
MOZSHAHNI,380,AHZNOMAHN,402,28o45’N,8o10’W
MUBUDAWIDO,1659,KALAMAR,323,34o0’N,2o55’E
MUBVEN,1939,ELDOR,294,43o20’N,16o50’W
MUDEN,475,ELDOR,299,42o55’N,17o15’W
MUDIFIDO,1301,BASIR,320,33o35’N,4o35’W
MUFIDU,473,KALAMAR,325,31o5’N,1o55’E
MUHIDO,1679,KALAMAR,323,33o35’N,3o5’E
MUHIDU,636,KALAMAR,322,31o45’N,0o35’E
MUKIDU,603,PARU'BOR,343,43o35’N,3o20’W
MULAFALUSIDO,1511,KALAMAR,322,31o35’N,0o0’E
MULUDENIDU,614,KALAMAR,317,36o35’N,1o30’W
MUNELIDO,1503,BASIR,320,32o20’N,4o50’W
MUNVDEN,599,ELDOR,294,44o50’N,15o55’W
MUREWOTIDO,1935,DODERA,314,38o50’N,0o0’E
MUROVEKIDU,848,TOKIS,313,38o40’N,2o20’W
MUROVEKIDU,528,TOKIS,313,37o50’N,3o5’W
MUVESIDU,608,KALAMAR,318,36o0’N,0o30’W
MUVLVEN,1130,ELDOR,294,45o5’N,16o40’W
MUVOGIDU,576,KALAMAR,321,32o50’N,1o25’W
NABAMISH,441,ELOS DESERT,350,36o50’N,11o20’W
NAHA,501,KHYDOBAN DESERT,371,41o0’N,11o25’E
NAHIDO,750,KORAK,342,44o20’N,8o25’W
NAHIDO,910,KALAMAR,313,37o45’N,1o10’W
NAHIDO,1325,KALAMAR,320,33o40’N,3o25’W
NAHMAHN,1975,OZHVINMISH,394,31o55’N,10o20’W
NAHSVAHN,310,OZHVINMISH,401,30o45’N,9o35’W
NAHZZAHNI,531,ZAZAHNI,401,28o50’N,10o20’W
NAJER,627,ELOS DESERT,310,35o35’N,13o25’W
NAKA'AKIDO,1825,KALAMAR,325,29o40’N,1o25’E
NAKIDU,524,KALAMAR,318,35o15’N,0o10’E
NALIDU,863,EK'KASEL,346,43o10’N,7o10’W
NALIDU,501,KALAMAR,322,32o50’N,0o55’E
NAMIDO,1270,DODERA,314,40o5’N,0o25’E
NAMIDO,1639,KALAMAR,316,35o55’N,3o20’W
NAMIDO,1426,KALAMAR,325,30o45’N,2o10’E
NAMIDU,412,KALAMAR,317,37o5’N,1o10’W
NAMIDU,475,KALAMAR,322,32o30’N,2o5’E
NAMMISH,2070,ZAZAHNI,400,29o0’N,13o25’W
NAMOLAPIDU,673,KALAMAR,316,36o25’N,3o30’W
NANIDU,697,KALAMAR,325,31o15’N,1o5’E
NANIMIDU,666,KALAMAR,322,33o45’N,0o25’E
NANMISH,1800,MEZNAMISH,392,32o15’N,15o15’W
NANOF,567,THYBAJ,362,44o0’N,4o40’E
NANOPIDU,826,DODERA,314,39o10’N,0o25’E
NANOWVAHN,658,MEZNAMISH,392,32o45’N,15o30’W
NANOWZAHN,896,ZAZAHNI,408,28o10’N,14o25’W
NANSAHN,342,OZHVINMISH,393,32o10’N,12o50’W
NAPALIDO,4800,COSDOL,290,46o35’N,12o20’W
NAPHAHN,386,OZHVINMISH,402,30o45’N,8o0’W
NAPIDU,481,TOKIS,313,38o20’N,1o55’W
NAPSVAHNI,1171,MEZNAMISH,399,31o0’N,15o5’W
NAREH,1810,MEZNAMISH,392,32o30’N,15o40’W
NARLVEN,4200,MENDARN,303,39o30’N,17o55’W
NARMAHN,2679,MEZNAMISH,392,32o40’N,15o10’W
NARMAREN,315,ELOS DESERT,311,38o45’N,7o35’W
NARMISH,428,OZHVINMISH,394,32o0’N,9o35’W
NARMISH,2969,MEZNAMISH,399,31o0’N,16o20’W
NARNOLEN,8700,MENDARN,303,37o50’N,17o20’W
NARRA,435,REANAARIA BAY,364,43o55’N,9o50’E
NARR-RYTARR,28000,RYTARR WOODS,359,47o45’N,8o25’E
NARSAHN,333,OZHVINMISH,401,30o35’N,8o55’W
NASAJ,499,SLEN,340,48o50’N,0o55’W
NASHAJ,623,KHYDOBAN DESERT,371,40o25’N,11o0’E
NASHVAHNI,1346,MEZNAMISH,399,31o0’N,15o15’W
NASIDU,497,KALAMAR,325,30o50’N,0o20’E
NATHYK,500,KHYDOBAN DESERT,373,40o10’N,10o30’E
NATIDO,1537,PARU'BOR,348,43o0’N,3o0’E
NATIDO,1037,KALAMAR,317,34o50’N,2o50’W
NATIDU,496,KALAMAR,322,32o50’N,1o20’E
NAV,374,EK'GAKEL,339,46o15’N,3o30’W
NAVDEN,899,ELDOR,294,45o40’N,16o55’W
NAVIDU,499,KALAMAR,318,34o30’N,0o20’E
NAVIDU,626,TARISATO,326,28o35’N,2o15’E
NAWIDU,490,DODERA,313,39o50’N,1o15’W
NAZMAHN,1866,OZHVINMISH,393,32o35’N,13o0’W
NAZMISH,1879,ZAZAHNI,401,29o0’N,11o20’W
NDAHDEN,590,ELDOR,294,43o25’N,15o45’W
NDAHDEN,700,MENDARN,303,37o35’N,18o10’W
NDALMDEN,895,PEL BROLENON,308,36o30’N,18o40’W
NDASDEN,648,PEL BROLENON,309,36o45’N,15o35’W
NDAVVEN,1544,PEL BROLENON,309,36o25’N,17o5’W
NDEBVEN,1175,PEL BROLENON,308,36o30’N,18o20’W
NDESDEN,603,COSDOL,290,46o30’N,13o35’W
NDONVDEN,399,MENDARN,304,38o0’N,16o45’W
NDOVRDEN,461,ELDOR,293,44o30’N,17o35’W
NDUDDEN,566,COSDOL,285,49o45’N,13o45’W
NDUHVEN,910,PEL BROLENON,309,36o55’N,15o25’W
NDUZDEN,534,ELDOR,294,45o5’N,15o45’W
NEBOHIDO,2104,KALAMAR,321,31o25’N,0o35’W
NED,379,KALAMAR,316,34o50’N,3o45’W
NED,324,KALAMAR,321,32o20’N,0o30’W
NEDD,312,DRHOKKER,364,46o5’N,9o5’E
NEEVUKKAGH,2169,UL-KARG,406,27o15’N,18o5’W
NEFIDO,1311,KALAMAR,318,35o5’N,0o15’W
NEHIOR-AHNOZH,1934,ZAZAHNI,401,28o25’N,11o15’W
NEHISAHNI,448,OZHVINMISH,395,32o10’N,8o25’W
NEHIZAHN,1693,OZHVINMISH,393,32o55’N,13o0’W
NEHNMISH,315,OZHVINMISH,394,33o40’N,11o25’W
NEHNMISH,1588,MEZNAMISH,399,31o0’N,14o45’W
NEHNSAHNI,476,OZHVINMISH,394,32o40’N,9o50’W
NEHOSIHIDO,1550,PEKAL,346,40o35’N,6o10’W
NEHZAHNI,2331,MEZNAMISH,392,31o30’N,14o45’W
NEKIDO,1921,KALAMAR,321,34o15’N,3o5’W
NEKIDU,486,EK'KASEL,346,43o5’N,7o35’W
NELUKIDO,1153,DODERA,348,40o30’N,1o35’E
NEMIDU,774,BASIR,316,35o20’N,4o45’W
NEMIDU,645,KALAMAR,322,32o0’N,0o5’E
NEMMISH,353,OZHVINMISH,393,32o0’N,13o5’W
NEMMISH,309,OZHVINMISH,401,30o55’N,9o5’W
NENEHI,25700,OZHVINMISH,402,30o50’N,7o25’W
NENIDU,416,KALAMAR,318,35o55’N,0o50’E
NENSAHN,398,OZHVINMISH,402,29o45’N,8o45’W
NEOTOIR,615,COUNAI HEIGHTS,368,37o25’N,5o0’E
NEPGGINAGH,1251,NORGA-KRANGREL,345,42o10’N,9o55’W
NERGIL,604,THARGGY,367,41o55’N,2o25’E
NERIDO,1093,TARISATO,328,28o15’N,1o20’E
NERKK-NORR,392,DRHOKKER,364,45o55’N,9o55’E
NESHMISH,2042,MEZNAMISH,393,31o45’N,14o30’W
NETHMAGH,665,UL-KARG,398,28o30’N,17o35’W
NETIDO,1373,KALAMAR,322,32o55’N,0o5’W
NETIDU,592,PEKAL,347,42o15’N,4o55’E
NEVAMIDO,2461,KALAMAR,322,32o15’N,0o30’E
NEVDEN,701,ELDOR,300,41o10’N,14o25’W
NEWIDU,518,KALAMAR,325,30o55’N,0o40’E
NEZHAHNI,1029,ZAZAHNI,408,28o20’N,14o15’W
NEZHORMISH,1658,MEZNAMISH,393,31o45’N,14o5’W
NEZMISH,673,OZHVINMISH,393,33o10’N,13o15’W
NEZMISH,968,ZAZAHNI,408,27o45’N,12o40’W
NEZORMISH,1256,MEZNAMISH,393,32o55’N,13o50’W
NIDUDES,381,PEKAL,347,40o50’N,5o20’E
NIESHAHNI,537,OZHVINMISH,394,32o15’N,9o20’W
NIFDEN,846,MENDARN,304,39o10’N,15o50’W
NIKIDO,1020,TARISATO,326,30o0’N,2o35’E
NILIDO,1735,PARU'BOR,343,44o45’N,4o30’W
NILIDO,1145,PEKAL,347,41o25’N,6o0’E
NILIDO,2296,KALAMAR,321,33o50’N,2o10’W
NILKERR,416,DRHOKKER,357,47o5’N,4o50’E
NIMGAHNI,1495,ZAZAHNI,400,29o55’N,11o45’W
NIMISH,408,OZHVINMISH,393,33o25’N,11o50’W
NIMISH,896,ZAZAHNI,401,29o15’N,11o5’W
NIMMISH,335,ELOS DESERT,310,36o45’N,12o0’W
NIMMISH,1331,MEZNAMISH,392,31o55’N,15o50’W
NINASIDO,1580,KALAMAR,317,37o15’N,0o35’W
NINDDEN,551,MENDARN,304,39o30’N,16o20’W
NINFABAZH,442,UL-KARG,399,30o5’N,16o50’W
NIROSDEN,756,EK'GAKEL,342,45o10’N,6o5’W
NISHINOHE,572,EK'GAKEL,339,46o25’N,4o45’W
NISHMISH,1332,MEZNAMISH,392,33o35’N,14o40’W
NISHMISH,RUINS,ZAZAHNI,399,28o55’N,14o50’W
NITHIDO,1033,KALAMAR,326,30o50’N,2o20’E
NITHIDU,587,KALAMAR,325,30o55’N,0o10’E
NIVAHN,1684,MEZNAMISH,392,31o55’N,15o35’W
NIVETA,1603,KORAK,342,43o25’N,8o50’W
NIWIDU,820,KALAMAR,317,36o30’N,1o5’W
NIWIDU,804,KALAMAR,320,33o50’N,3o20’W
NIWIDU,730,KALAMAR,321,34o20’N,2o55’W
NIWONIDU,663,KALAMAR,318,35o55’N,0o0’W
NIYDEN,884,COSDOL,285,50o35’N,14o5’W
NIZDEN,424,ELDOR,294,44o10’N,17o15’W
NIZHESHAHNI,574,OZHVINMISH,395,31o40’N,8o50’W
NIZMISH,1064,ZAZAHNI,400,30o10’N,13o20’W
NIZMISH,2075,ZAZAHNI,409,28o0’N,11o20’W
N'MIDO,1315,KALAMAR,317,36o45’N,2o35’W
NNONVDEN,317,KORAK,341,45o50’N,10o5’W
NOBIDU,594,TARISATO,326,30o10’N,2o45’E
NOBYR,434,SHYNABYTH,361,45o50’N,0o50’E
NODIDU,417,BASIR,316,35o45’N,6o0’W
NODIDU,522,KALAMAR,318,35o40’N,0o20’E
NOFIDO,1279,KALAMAR,322,31o20’N,1o15’E
NOFIDU,633,KALAMAR,318,36o0’N,0o25’E
NOFITEKIDU,459,KALAMAR,321,32o35’N,1o25’W
NOFITIDU,506,PARU'BOR,343,44o45’N,3o45’W
NOGARRA,1853,SKARRNA,370,42o5’N,8o15’E
NOGIDIDU,458,KALAMAR,325,30o5’N,1o50’E
NOGRAZH,471,UL-KARG,406,28o15’N,19o45’W
NOGVEN,1401,ELDOR,294,43o55’N,16o10’W
NOHETA,1758,KORAK,341,44o10’N,9o5’W
NOHIDO,1485,KORAK,341,44o0’N,9o20’W
NOHIDO,1149,EK'KASEL,342,44o10’N,7o15’W
NOHLVAN,3156,MEZNAMISH,274,30o50’N,16o5’W
NOHMISH,390,OZHVINMISH,394,33o30’N,10o55’W
NOHNZHAHNI,1205,ZAZAHNI,400,28o55’N,13o40’W
NOHRMISH,RUINS,ZAZAHNI,399,29o20’N,14o30’W
NOJETH,1168,ELOS DESERT,350,37o0’N,10o35’W
NOKA'ILIDO,1194,DODERA,366,41o0’N,0o5’E
NOKULIDU,558,KALAMAR,317,36o10’N,2o55’W
NOLNVEN,914,COSDOL,289,47o10’N,15o35’W
NOMAHNI,2279,MEZNAMISH,393,32o0’N,14o15’W
NOMIMISH,1337,ZAZAHNI,400,29o30’N,13o25’W
NOMISAHN,870,OZHVINMISH,393,32o10’N,13o20’W
NONDDEN,753,ELDOR,293,45o25’N,18o20’W
NONITUBIDU,465,TARISATO,325,29o50’N,1o55’E
NORDDEN,472,PEL BROLENON,308,36o0’N,18o15’W
NORDOLEN,19600,ELDOR,293,44o0’N,18o15’W
NORDVEN,956,ELOS DESERT,311,38o40’N,7o30’W
NORENETA,1706,KORAK,342,44o15’N,8o20’W
NORIDU,646,KALAMAR,317,34o40’N,1o50’W
NORIDU,519,KALAMAR,318,34o55’N,1o5’E
NOROZMISH,1131,MEZNAMISH,399,31o10’N,15o20’W
NORR BIRRA,579,DRHOKKER,358,46o15’N,7o25’E
NORR SHAYL,1022,SKARRNA,364,43o45’N,8o40’E
NORR SHIRKK,792,DRHOKKER,364,45o35’N,8o10’E
NORR SHURR,1218,DRHOKKER,363,45o10’N,5o25’E
NORR TRON,504,THARGGY,361,43o20’N,2o0’E
NORR-BHARR,1000,TORAKK,352,50o5’N,3o55’E
NORR-TYTH,536,SKARRNA,370,41o50’N,8o40’E
NORTRIK,347,DRHOKKER,365,45o45’N,11o35’E
NORZHAHN,310,AHZNOMAHN,410,27o25’N,8o0’W
NOSHOF,795,KHYDOBAN DESERT,373,39o20’N,10o20’E
NOSHY,394,THYBAJ,362,44o5’N,4o35’E
NOSIDO,971,KALAMAR,320,33o45’N,3o20’W
NOSZHAHNI,1166,ZAZAHNI,408,27o55’N,13o35’W
NOTIPEPIK,318,KALAMAR,322,33o30’N,0o10’E
NOTOK,786,KHYDOBAN DESERT,374,40o0’N,10o50’E
NOWIDU,467,KALAMAR,321,33o30’N,1o55’W
NOZHMISH,1203,AHZNOMAHN,402,29o5’N,8o10’W
NOZHTAHNI,RUINS,ZAZAHNI,400,30o5’N,13o50’W
NUAREI,RUINS,COUNAI HEIGHTS,368,37o20’N,4o15’E
NUBIDO,663,PEKAL,346,42o20’N,7o10’W
NUBIDO,1229,PEKAL,347,42o40’N,5o35’E
NUBODIDO,1755,KALAMAR,321,33o10’N,1o45’W
NUDEN,289,MENDARN,303,37o25’N,18o20’W
NUDITHIDO,1022,KALAMAR,322,34o15’N,1o0’E
NUDOPIDO,1207,PEKAL,346,41o10’N,6o25’W
NUEGOOR,RUINS,COUNAI HEIGHTS,368,37o45’N,4o40’E
NUFENETIDO,1420,KALAMAR,318,37o5’N,0o25’W
NUFIDU,608,KALAMAR,322,32o55’N,0o15’W
NUFIW'NIDU,473,KALAMAR,318,36o15’N,0o5’W
NUGIDO,1979,KALAMAR,316,34o35’N,4o10’W
NUGIDU,731,KALAMAR,318,35o55’N,0o40’E
NUGOBIDO,955,KALAMAR,322,33o25’N,1o10’E
NUHALAKORIDO,1659,KALAMAR,322,31o25’N,0o20’E
NUHIDU,758,KALAMAR,321,33o15’N,1o35’W
NUHIDU,706,TARISATO,326,28o30’N,2o30’E
NUKAGH,2561,UL-KARG,407,28o0’N,16o35’W
NUKA'IDU,500,TARISATO,329,28o5’N,3o35’E
NUKIDO,1539,EK'KASEL,346,42o25’N,8o20’W
NULUHATHESIDO,1696,KALAMAR,319,36o50’N,2o25’E
NULWEGKAZH,433,TARISATO,326,28o55’N,3o50’E
NUMAKIDU,731,DODERA,313,38o55’N,0o35’W
NUMIDO,1308,KALAMAR,317,35o30’N,2o40’W
NUMOKIDO,1171,KALAMAR,323,33o10’N,2o50’E
NUNANIDU,528,KALAMAR,323,31o45’N,3o0’E
NUN'VIDO,1693,EK'GAKEL,342,46o10’N,6o10’W
NUPIDU,430,KALAMAR,325,31o0’N,0o0’E
NUR,336,KALAMAR,317,36o50’N,2o50’W
NURDEN,763,COSDOL,290,47o25’N,14o10’W
NURDEN,720,MENDARN,303,37o30’N,18o30’W
NUREDIDO,1860,EK'GAKEL,343,45o20’N,4o35’W
NURENETA,1535,KORAK,341,45o20’N,9o55’W
NUTAPIDO,1029,DODERA,314,38o45’N,1o20’E
NUTIDU,581,KALAMAR,322,32o35’N,0o50’E
NUVDEN,325,DELNONDRIAN ISLANDS,298,41o55’N,19o25’W
NUVLVEN,1110,DELNONDRIAN ISLANDS,296,42o45’N,23o25’W
NUVRDEN,428,P'BAPAR,341,46o10’N,9o55’W
NUVRDEN,750,MENDARN,303,39o15’N,17o25’W
NUZUU,RUINS,COUNAI HEIGHTS,368,37o30’N,3o55’E
NYDAR,577,SLEN,340,49o0’N,0o40’W
NYDRASH,459,SHYNABYTH,356,46o55’N,0o30’E
NYKOSO,1052,PRIVBOLSIAN ISLANDS,306,36o30’N,23o45’W
NYLARI,401,PRIVBOLSIAN ISLANDS,306,36o35’N,24o5’W
NYNAF,442,SHYNABYTH,361,45o45’N,1o10’E
NYNOK,533,KHYDOBAN DESERT,373,39o50’N,10o5’E
NYSAF,626,THYBAJ,367,41o15’N,4o10’E
NYSHAF,520,THYBAJ,368,38o35’N,4o5’E
NYTA,515,KHYDOBAN DESERT,373,40o5’N,10o20’E
NYTHOK,5500,DRHOKKER,362,45o55’N,3o25’E
NYTON,8300,THYBAJ,367,40o45’N,3o35’E
NYTOR,470,KHYDOBAN DESERT,373,39o50’N,10o30’E
OHNAHNI,889,OZHVINMISH,395,31o40’N,7o40’W
OLDEN,346,KORAK,341,44o15’N,9o45’W
OLDEN,594,MENDARN,303,37o30’N,19o15’W
OLOSETA,26200,TARISATO,325,29o40’N,1o30’E
OMIDU,870,EK'KASEL,342,43o55’N,7o20’W
OMIMISH,1716,MEZNAMISH,393,32o40’N,14o5’W
ONASAHN,2410,MEZNAMISH,392,32o15’N,15o15’W
ONVVEN,1627,ELDOR,299,42o45’N,17o15’W
ONZEUV,524,NANAKARY FOREST,373,38o0’N,8o55’E
OPERIKIDO,1788,EK'KASEL,346,43o10’N,7o35’W
ORMYN,438,RYTARR WOODS,358,47o0’N,7o35’E
OSI-AHNOZH,1567,ZAZAHNI,400,29o20’N,11o50’W
OSPDEN,556,PRIVBOLSIAN ISLANDS,307,36o20’N,21o25’W
OSPDEN,370,BRONISH,397,30o45’N,20o35’W
OSPOLEN,45700,MENDARN,303,38o15’N,17o55’W
OSVAHNI,1247,MEZNAMISH,392,32o35’N,15o40’W
OUKAIR,RUINS,COUNAI HEIGHTS,319,37o0’N,4o15’E
OVLDEN,365,PEL BROLENON,309,36o45’N,17o10’W
OZVAHN,414,AHZNOMAHN,402,29o20’N,8o5’W
PABUDIDU,512,KALAMAR,322,33o10’N,0o30’W
PAEZOOR,617,REANAARIA BAY,372,38o45’N,5o50’E
PAFORIDU,684,KALAMAR,317,37o5’N,2o40’W
PAFORIDU,865,KALAMAR,321,33o25’N,0o30’W
PAGALIDO,4700,TARISATO,328,27o55’N,1o15’E
PAGIDU,706,TOKIS,348,40o25’N,2o20’E
PAHIDU,497,KALAMAR,322,31o45’N,1o45’E
PAHIDU,404,TARISATO,325,29o55’N,1o45’E
PAHZAHN,260,OZHVINMISH,393,31o40’N,13o40’W
PAK,367,BASIR,316,34o35’N,5o40’W
PAKA'ARIDU,740,TARISATO,326,28o20’N,3o35’E
PAKETA,20300,PARU'BOR,344,43o45’N,1o50’W
PAKLOMAZ,353,UL-KARG,406,27o55’N,18o10’W
PAMIDO,1447,KALAMAR,323,33o55’N,2o50’E
PANDEN,780,MENDARN,304,40o10’N,15o35’W
PANOBIDO,1614,KALAMAR,316,35o40’N,3o30’W
PANOPIDU,501,KALAMAR,316,35o25’N,3o30’W
PAOXAI,640,FAUTEE FOREST,378,34o5’N,5o15’E
PAPIDO,915,KALAMAR,321,33o20’N,2o5’W
PAPIDU,506,PARU'BOR,344,45o15’N,1o35’W
PAPMISH,747,AHZNOMAHN,402,29o30’N,6o55’W
PAPOVETH,359,TARISATO,329,28o5’N,3o0’E
PARED,342,EK'GAKEL,338,47o25’N,8o0’W
PARNDEN,348,KORAK,341,43o55’N,10o5’W
PARNDEN,522,MENDARN,303,37o25’N,19o40’W
PASIDU,763,KALAMAR,323,34o10’N,2o55’E
PASMISH,2026,MEZNAMISH,392,33o5’N,15o5’W
PASPVEN,1603,ELDOR,294,44o20’N,15o30’W
PATETA,1701,KORAK,342,43o20’N,8o5’W
PATHIWIDU,796,KALAMAR,322,31o50’N,0o15’E
PATIDU,756,BASIR,315,35o20’N,6o20’W
PATIDU,677,KALAMAR,318,36o45’N,0o25’E
PAVIDO,1336,TOKIS,347,41o20’N,3o45’E
PAVLDEN,542,ELDOR,299,40o40’N,16o10’W
PAWVEN,953,PEL BROLENON,308,36o10’N,18o5’W
P'BAPAR,73100,P'BAPAR,337,46o55’N,10o25’W
PEDIDO,1556,PEKAL,347,40o45’N,5o40’E
PEDOTH,382,BASIR,316,34o45’N,5o30’W
PEGIDU,728,PARU'BOR,344,45o0’N,3o10’W
PEHZMISH,2211,ZAZAHNI,400,29o35’N,11o50’W
PEKALIDU,521,KALAMAR,322,32o20’N,1o50’E
PEMDEN,570,MENDARN,303,37o25’N,19o30’W
PEMIDO,1690,EK'KASEL,342,43o50’N,7o30’W
PEMIDO,1297,TARISATO,325,29o10’N,1o25’E
PEMIDU,466,KORAK,341,43o55’N,9o55’W
PENHAHN,368,OZHVINMISH,402,29o30’N,8o30’W
PENMISH,517,ZAZAHNI,408,27o50’N,13o20’W
PEOWID,538,REANAARIA BAY,372,40o5’N,6o45’E
PERIKAZH,349,TARISATO,326,31o15’N,3o25’E
PESZHOKRAGH,1756,UL-KARG,406,27o0’N,18o45’W
PETIDO,2014,KALAMAR,318,36o20’N,2o10’E
PETTPUHAGH,1268,UL-KARG,398,20o45’N,17o25’W
PEVIDO,1178,KALAMAR,314,37o45’N,0o30’W
PEVRVEN,913,ELDOR,294,45o50’N,14o35’W
PEWIDO,1182,KALAMAR,318,35o10’N,1o5’E
PEZNAHNI,392,OZHVINMISH,395,32o0’N,8o50’W
PIBIDO,1842,KALAMAR,313,37o30’N,1o15’W
PIFIDO,1755,O'PAR,348,42o35’N,1o40’E
PIFUW,389,KALAMAR,313,37o30’N,0o50’W
PIHIDU,428,KALAMAR,326,30o40’N,2o15’E
PIHZAHNI,489,AHZNOMAHN,410,27o50’N,7o40’W
PIJKKURZAGH,522,UL-KARG,406,27o40’N,18o50’W
PIKA'ENUWIDU,524,KALAMAR,318,36o55’N,0o5’W
PIKIWIDO,1080,PEKAL,347,40o45’N,5o10’E
PILDVEN,1261,MENDARN,303,38o5’N,18o40’W
PILOLIDU,517,KALAMAR,317,35o0’N,2o55’W
PILONIDO,1555,KALAMAR,318,37o10’N,0o30’W
PIMIFIDU,734,KALAMAR,322,32o25’N,0o45’E
PINNAHNI,2032,MEZNAMISH,399,31o15’N,16o15’W
PIPIDO,4300,TOKIS,347,41o15’N,3o45’E
PISPDEN,592,MENDARN,304,39o5’N,15o15’W
PITIDO,1818,TOKIS,312,38o40’N,4o35’W
PITOTUKA'IDO,1293,KALAMAR,321,33o25’N,2o35’W
PIWIDU,564,TARISATO,326,28o30’N,2o45’E
P'KIDU,636,KALAMAR,321,31o55’N,0o35’W
PLALMDEN,465,ELDOR,294,44o50’N,16o10’W
PLAZVEN,1904,ELDOR,298,42o55’N,18o15’W
P'LEHIDU,494,EK'KASEL,342,44o25’N,8o0’W
P'LEWIDO,1283,EK'KASEL,346,42o5’N,7o45’W
P'LIDIDU,785,EK'GAKEL,342,45o50’N,7o10’W
